zinc_id,ortholog_name,gene_name,affinity,chembldocid,title,reference.pubmed_id,reference.doi,reference.chembl_id,reference.journal,reference.year
ZINC000000006507,NRAM_I34A1,NA,5,3200,,10450950,,CHEMBL1132662,Bioorg. Med. Chem. Lett.,1999
ZINC000000007642,NRAM_I34A1,NA,7.32,14980,,10395473,,CHEMBL1132253,J. Med. Chem.,1999
ZINC000001532590,NRAM_I34A1,NA,5,14980,,10395473,,CHEMBL1132253,J. Med. Chem.,1999
ZINC000001538308,NRAM_I34A1,NA,5.21,48644,,20014777,,CHEMBL1154750,J. Med. Chem.,2010
ZINC000002047890,NRAM_I34A1,NA,5.3,14980,,10395473,,CHEMBL1132253,J. Med. Chem.,1999
ZINC000003581794,NRAM_I34A1,NA,5.12,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000003581797,NRAM_I34A1,NA,5.68,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000003581806,NRAM_I34A1,NA,5.8,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000003588277,NRAM_I34A1,NA,9,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000003826222,NRAM_I34A1,NA,7.92,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003826222,NRAM_I34A1,NA,7.92,1738,,,10.1016/0960-894X(96)00318-6,CHEMBL1159157,Bioorg. Med. Chem. Lett.,1996
ZINC000003826222,NRAM_I34A1,NA,7.92,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003826222,NRAM_I34A1,NA,7.7,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003826222,NRAM_I34A1,NA,8.52,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003826222,NRAM_I34A1,NA,8.52,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000003826222,NRAM_I34A1,NA,7.52,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003826222,NRAM_I34A1,NA,8.1,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003831612,NRAM_I34A1,NA,9,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000003833958,NRAM_I34A1,NA,5.2,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003833963,NRAM_I34A1,NA,6.28,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003833963,NRAM_I34A1,NA,6.28,2174,,,10.1016/S0960-894X(97)00333-8,CHEMBL1130481,Bioorg. Med. Chem. Lett.,1997
ZINC000003833964,NRAM_I34A1,NA,6.21,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003833965,NRAM_I34A1,NA,9.52,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003833966,NRAM_I34A1,NA,7.05,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003833967,NRAM_I34A1,NA,5.82,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003870797,NRAM_I34A1,NA,5.4,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000003870798,NRAM_I34A1,NA,5,14980,,10395473,,CHEMBL1132253,J. Med. Chem.,1999
ZINC000003870799,NRAM_I34A1,NA,5.4,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000003870991,NRAM_I34A1,NA,7.4,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000003870992,NRAM_I34A1,NA,7.4,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000003918138,NRAM_I34A1,NA,9.11,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000003918138,NRAM_I34A1,NA,8.61,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000003918138,NRAM_I34A1,NA,8.49,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000003918138,NRAM_I34A1,NA,9.3,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000003918138,NRAM_I34A1,NA,9,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003918138,NRAM_I34A1,NA,8.81,53704,,18694948,,CHEMBL1275523,Antimicrob. Agents Chemother.,2008
ZINC000003918138,NRAM_I34A1,NA,8,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003918138,NRAM_I34A1,NA,8.7,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003918138,NRAM_I34A1,NA,8.7,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000003918138,NRAM_I34A1,NA,8.7,2236,,,10.1016/S0960-894X(97)00399-5,CHEMBL1152059,Bioorg. Med. Chem. Lett.,1997
ZINC000003918138,NRAM_I34A1,NA,8.7,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003918138,NRAM_I34A1,NA,8.64,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000003918138,NRAM_I34A1,NA,8.3,14833,,9526556,,CHEMBL1131489,J. Med. Chem.,1998
ZINC000003918138,NRAM_I34A1,NA,8.3,1738,,,10.1016/0960-894X(96)00318-6,CHEMBL1159157,Bioorg. Med. Chem. Lett.,1996
ZINC000003918138,NRAM_I34A1,NA,8.3,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000003929021,NRAM_I34A1,NA,8.7,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003929021,NRAM_I34A1,NA,8.7,14833,,9526556,,CHEMBL1131489,J. Med. Chem.,1998
ZINC000003929021,NRAM_I34A1,NA,8.7,2236,,,10.1016/S0960-894X(97)00399-5,CHEMBL1152059,Bioorg. Med. Chem. Lett.,1997
ZINC000003929021,NRAM_I34A1,NA,7.66,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003929021,NRAM_I34A1,NA,8.52,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003929021,NRAM_I34A1,NA,8.3,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000003929508,NRAM_I34A1,NA,9,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000003929508,NRAM_I34A1,NA,8.15,53704,,18694948,,CHEMBL1275523,Antimicrob. Agents Chemother.,2008
ZINC000003929509,NRAM_I34A1,NA,9,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003929509,NRAM_I34A1,NA,9,2174,,,10.1016/S0960-894X(97)00333-8,CHEMBL1130481,Bioorg. Med. Chem. Lett.,1997
ZINC000003929509,NRAM_I34A1,NA,9,2901,,9873727,,CHEMBL1130686,Bioorg. Med. Chem. Lett.,1998
ZINC000003929509,NRAM_I34A1,NA,9,3346,,10522696,,CHEMBL1132511,Bioorg. Med. Chem. Lett.,1999
ZINC000003929509,NRAM_I34A1,NA,9,3714,,10866394,,CHEMBL1132909,Bioorg. Med. Chem. Lett.,2000
ZINC000003929509,NRAM_I34A1,NA,8.89,17591,,15214773,,CHEMBL1148343,J. Med. Chem.,2004
ZINC000003929509,NRAM_I34A1,NA,8.66,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000003933030,NRAM_I34A1,NA,8.52,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003933031,NRAM_I34A1,NA,8.3,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003933032,NRAM_I34A1,NA,9.52,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003933033,NRAM_I34A1,NA,9.15,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003947885,NRAM_I34A1,NA,7.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000003981610,NRAM_I34A1,NA,9,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000003981610,NRAM_I34A1,NA,8.85,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000003981685,NRAM_I34A1,NA,5.49,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000003981685,NRAM_I34A1,NA,6.46,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000003994907,NRAM_I34A1,NA,6.55,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000004096465,NRAM_I34A1,NA,5.4,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000004096465,NRAM_I34A1,NA,5,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000004096465,NRAM_I34A1,NA,5.07,14833,,9526556,,CHEMBL1131489,J. Med. Chem.,1998
ZINC000004134481,NRAM_I34A1,NA,5.43,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134482,NRAM_I34A1,NA,5.7,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134483,NRAM_I34A1,NA,6.89,2174,,,10.1016/S0960-894X(97)00333-8,CHEMBL1130481,Bioorg. Med. Chem. Lett.,1997
ZINC000004134483,NRAM_I34A1,NA,6.74,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134484,NRAM_I34A1,NA,6.52,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134485,NRAM_I34A1,NA,6.7,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134486,NRAM_I34A1,NA,8.05,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134487,NRAM_I34A1,NA,6.7,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134488,NRAM_I34A1,NA,6.82,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134489,NRAM_I34A1,NA,8.52,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134490,NRAM_I34A1,NA,9,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134492,NRAM_I34A1,NA,7,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134493,NRAM_I34A1,NA,8.7,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134493,NRAM_I34A1,NA,8.74,2174,,,10.1016/S0960-894X(97)00333-8,CHEMBL1130481,Bioorg. Med. Chem. Lett.,1997
ZINC000004134494,NRAM_I34A1,NA,8.52,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134496,NRAM_I34A1,NA,9.3,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134497,NRAM_I34A1,NA,5.64,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134498,NRAM_I34A1,NA,8.52,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004646290,NRAM_I34A1,NA,6.57,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004646291,NRAM_I34A1,NA,6.74,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004646292,NRAM_I34A1,NA,6.68,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004646293,NRAM_I34A1,NA,6.22,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004646294,NRAM_I34A1,NA,9,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000005434455,NRAM_I34A1,NA,5.4,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000005884083,NRAM_I34A1,NA,7.4,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000005884083,NRAM_I34A1,NA,6.52,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000005884083,NRAM_I34A1,NA,6.49,14833,,9526556,,CHEMBL1131489,J. Med. Chem.,1998
ZINC000005884083,NRAM_I34A1,NA,6.49,1738,,,10.1016/0960-894X(96)00318-6,CHEMBL1159157,Bioorg. Med. Chem. Lett.,1996
ZINC000005962782,NRAM_I34A1,NA,6.59,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000005962782,NRAM_I34A1,NA,7.43,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000005962782,NRAM_I34A1,NA,7.39,20367,,15582424,,CHEMBL1144460,Bioorg. Med. Chem. Lett.,2005
ZINC000005962782,NRAM_I34A1,NA,5.3,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000005962783,NRAM_I34A1,NA,6.39,20367,,15582424,,CHEMBL1144460,Bioorg. Med. Chem. Lett.,2005
ZINC000006380100,NRAM_I34A1,NA,7.59,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006380100,NRAM_I34A1,NA,7.55,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006380100,NRAM_I34A1,NA,8.52,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006380100,NRAM_I34A1,NA,8.4,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006380100,NRAM_I34A1,NA,8.4,1738,,,10.1016/0960-894X(96)00318-6,CHEMBL1159157,Bioorg. Med. Chem. Lett.,1996
ZINC000006380100,NRAM_I34A1,NA,8.4,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000006380100,NRAM_I34A1,NA,8.25,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006381741,NRAM_I34A1,NA,7.7,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006381741,NRAM_I34A1,NA,8.52,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006381741,NRAM_I34A1,NA,8.52,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000006381741,NRAM_I34A1,NA,7.4,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006381741,NRAM_I34A1,NA,8.3,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006381741,NRAM_I34A1,NA,7.07,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000006411782,NRAM_I34A1,NA,8,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000008552722,NRAM_I34A1,NA,7.92,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000008566803,NRAM_I34A1,NA,5.28,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000008566803,NRAM_I34A1,NA,6.21,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000012404506,NRAM_I34A1,NA,7.22,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000012404506,NRAM_I34A1,NA,7.22,2174,,,10.1016/S0960-894X(97)00333-8,CHEMBL1130481,Bioorg. Med. Chem. Lett.,1997
ZINC000013558595,NRAM_I34A1,NA,7,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000013558595,NRAM_I34A1,NA,7.3,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000013558596,NRAM_I34A1,NA,7,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000013558596,NRAM_I34A1,NA,7.3,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000013558596,NRAM_I34A1,NA,7.89,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000013558596,NRAM_I34A1,NA,7.6,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000013558597,NRAM_I34A1,NA,7,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000013558597,NRAM_I34A1,NA,7.3,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000013558597,NRAM_I34A1,NA,6.44,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000013558597,NRAM_I34A1,NA,7.6,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000013560186,NRAM_I34A1,NA,6.48,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560187,NRAM_I34A1,NA,6.48,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560188,NRAM_I34A1,NA,5.87,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560189,NRAM_I34A1,NA,5.87,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560190,NRAM_I34A1,NA,6.14,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560191,NRAM_I34A1,NA,6.14,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560192,NRAM_I34A1,NA,5,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560193,NRAM_I34A1,NA,5,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560195,NRAM_I34A1,NA,6.39,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560196,NRAM_I34A1,NA,7.1,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560197,NRAM_I34A1,NA,7.1,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560199,NRAM_I34A1,NA,5.49,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560200,NRAM_I34A1,NA,5.08,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560201,NRAM_I34A1,NA,5.08,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560203,NRAM_I34A1,NA,5.06,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560205,NRAM_I34A1,NA,5.74,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560206,NRAM_I34A1,NA,5.19,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560207,NRAM_I34A1,NA,5.19,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560208,NRAM_I34A1,NA,6.64,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560209,NRAM_I34A1,NA,6.64,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560211,NRAM_I34A1,NA,5.36,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560213,NRAM_I34A1,NA,5.66,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560214,NRAM_I34A1,NA,6.03,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560215,NRAM_I34A1,NA,6.03,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560216,NRAM_I34A1,NA,5.49,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560217,NRAM_I34A1,NA,5.49,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560218,NRAM_I34A1,NA,6.19,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560219,NRAM_I34A1,NA,6.19,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560220,NRAM_I34A1,NA,5.62,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560221,NRAM_I34A1,NA,5.62,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560224,NRAM_I34A1,NA,5.1,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560225,NRAM_I34A1,NA,5.1,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560226,NRAM_I34A1,NA,8.15,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560226,NRAM_I34A1,NA,7.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560227,NRAM_I34A1,NA,8.15,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560227,NRAM_I34A1,NA,7.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560228,NRAM_I34A1,NA,6.89,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560229,NRAM_I34A1,NA,6.89,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560230,NRAM_I34A1,NA,6.37,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560231,NRAM_I34A1,NA,6.37,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560232,NRAM_I34A1,NA,6.17,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560233,NRAM_I34A1,NA,6.17,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560234,NRAM_I34A1,NA,6.14,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560235,NRAM_I34A1,NA,6.14,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560236,NRAM_I34A1,NA,6.7,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560237,NRAM_I34A1,NA,6.7,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560238,NRAM_I34A1,NA,7.22,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560239,NRAM_I34A1,NA,7.22,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560240,NRAM_I34A1,NA,6.04,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560241,NRAM_I34A1,NA,6.04,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560242,NRAM_I34A1,NA,6.33,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560243,NRAM_I34A1,NA,6.33,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560244,NRAM_I34A1,NA,6.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560245,NRAM_I34A1,NA,6.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560246,NRAM_I34A1,NA,6,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560247,NRAM_I34A1,NA,6,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560248,NRAM_I34A1,NA,6.62,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560249,NRAM_I34A1,NA,6.62,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560250,NRAM_I34A1,NA,6.74,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560252,NRAM_I34A1,NA,6.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000013560254,NRAM_I34A1,NA,5.59,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
