zinc_id,ortholog_name,gene_name,affinity,chembldocid,title,reference.pubmed_id,reference.doi,reference.chembl_id,reference.journal,reference.year
ZINC000026748461,NRAM_I34A1,NA,7.8,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000027094262,NRAM_I34A1,NA,5.79,17591,,15214773,,CHEMBL1148343,J. Med. Chem.,2004
ZINC000027104122,NRAM_I34A1,NA,7,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000027104122,NRAM_I34A1,NA,7.3,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000027735138,NRAM_I34A1,NA,8.15,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000027736274,NRAM_I34A1,NA,6.62,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000027736353,NRAM_I34A1,NA,7.3,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000027736585,NRAM_I34A1,NA,5.52,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000027740310,NRAM_I34A1,NA,6.38,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000027740538,NRAM_I34A1,NA,7.77,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000027744743,NRAM_I34A1,NA,8.15,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000027744752,NRAM_I34A1,NA,6.85,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000027883898,NRAM_I34A1,NA,6.54,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000027883904,NRAM_I34A1,NA,6.96,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000027883912,NRAM_I34A1,NA,6.96,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000027883925,NRAM_I34A1,NA,6.96,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000028221963,NRAM_I34A1,NA,5.89,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000028223257,NRAM_I34A1,NA,5.4,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000028223797,NRAM_I34A1,NA,5.7,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000028224674,NRAM_I34A1,NA,5.89,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000028357788,NRAM_I34A1,NA,6.24,20367,,15582424,,CHEMBL1144460,Bioorg. Med. Chem. Lett.,2005
ZINC000028476599,NRAM_I34A1,NA,9.11,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000028476599,NRAM_I34A1,NA,8.61,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000028476599,NRAM_I34A1,NA,8.49,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000028477547,NRAM_I34A1,NA,6.57,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000028477547,NRAM_I34A1,NA,5.03,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000029551048,NRAM_I34A1,NA,8.4,3200,,10450950,,CHEMBL1132662,Bioorg. Med. Chem. Lett.,1999
ZINC000029551760,NRAM_I34A1,NA,6,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029551763,NRAM_I34A1,NA,6,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029554154,NRAM_I34A1,NA,5.74,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029554663,NRAM_I34A1,NA,6.14,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029554666,NRAM_I34A1,NA,6.14,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029554674,NRAM_I34A1,NA,6.17,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029554678,NRAM_I34A1,NA,6.17,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029554845,NRAM_I34A1,NA,6.14,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029554848,NRAM_I34A1,NA,6.14,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029554873,NRAM_I34A1,NA,6.39,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029557110,NRAM_I34A1,NA,6.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029557113,NRAM_I34A1,NA,6.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029557177,NRAM_I34A1,NA,7.4,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029557180,NRAM_I34A1,NA,7.4,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029558306,NRAM_I34A1,NA,5.06,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029558587,NRAM_I34A1,NA,5.19,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029558590,NRAM_I34A1,NA,5.19,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029558596,NRAM_I34A1,NA,6.04,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029558599,NRAM_I34A1,NA,6.04,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560085,NRAM_I34A1,NA,6.89,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560088,NRAM_I34A1,NA,6.89,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560106,NRAM_I34A1,NA,6.74,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560293,NRAM_I34A1,NA,5.1,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560295,NRAM_I34A1,NA,5.1,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560470,NRAM_I34A1,NA,5.36,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560483,NRAM_I34A1,NA,7.37,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560483,NRAM_I34A1,NA,7.22,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560483,NRAM_I34A1,NA,8.15,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560487,NRAM_I34A1,NA,7.37,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560487,NRAM_I34A1,NA,7.22,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560487,NRAM_I34A1,NA,8.15,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029560769,NRAM_I34A1,NA,5.49,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029561128,NRAM_I34A1,NA,5,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029561131,NRAM_I34A1,NA,5,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029561139,NRAM_I34A1,NA,6.37,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029561143,NRAM_I34A1,NA,6.37,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029561897,NRAM_I34A1,NA,5.62,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029561900,NRAM_I34A1,NA,5.62,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029562756,NRAM_I34A1,NA,6.03,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029562760,NRAM_I34A1,NA,6.03,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029562773,NRAM_I34A1,NA,5.66,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029562876,NRAM_I34A1,NA,7.22,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029562880,NRAM_I34A1,NA,7.22,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029562887,NRAM_I34A1,NA,6.7,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029562890,NRAM_I34A1,NA,6.7,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029563938,NRAM_I34A1,NA,6.48,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029563942,NRAM_I34A1,NA,6.48,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029564276,NRAM_I34A1,NA,6.64,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029564282,NRAM_I34A1,NA,6.64,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029564592,NRAM_I34A1,NA,6.33,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029564595,NRAM_I34A1,NA,6.33,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029564881,NRAM_I34A1,NA,6.19,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029564884,NRAM_I34A1,NA,6.19,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029564893,NRAM_I34A1,NA,5.49,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029564897,NRAM_I34A1,NA,5.49,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029565038,NRAM_I34A1,NA,5.87,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029565042,NRAM_I34A1,NA,5.87,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029566557,NRAM_I34A1,NA,5.09,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029566559,NRAM_I34A1,NA,5.09,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000029569423,NRAM_I34A1,NA,6.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818913,NRAM_I34A1,NA,6.39,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818915,NRAM_I34A1,NA,6.39,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818917,NRAM_I34A1,NA,5.49,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818919,NRAM_I34A1,NA,5.49,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818922,NRAM_I34A1,NA,5.08,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818923,NRAM_I34A1,NA,5.08,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818925,NRAM_I34A1,NA,5.06,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818927,NRAM_I34A1,NA,5.06,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818929,NRAM_I34A1,NA,5.74,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818931,NRAM_I34A1,NA,5.74,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818934,NRAM_I34A1,NA,6.64,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818935,NRAM_I34A1,NA,6.64,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818941,NRAM_I34A1,NA,5.66,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818943,NRAM_I34A1,NA,5.66,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818958,NRAM_I34A1,NA,5.59,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818959,NRAM_I34A1,NA,5.59,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818969,NRAM_I34A1,NA,6.62,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033818970,NRAM_I34A1,NA,6.62,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033836673,NRAM_I34A1,NA,5.36,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033836675,NRAM_I34A1,NA,5.36,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033836677,NRAM_I34A1,NA,6.74,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033836679,NRAM_I34A1,NA,6.74,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033836681,NRAM_I34A1,NA,6.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000033836683,NRAM_I34A1,NA,6.82,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000036352014,NRAM_I34A1,NA,9.11,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000036352014,NRAM_I34A1,NA,8.61,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000036352014,NRAM_I34A1,NA,8.49,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000040933407,NRAM_I34A1,NA,5.98,48644,,20014777,,CHEMBL1154750,J. Med. Chem.,2010
ZINC000052986900,NRAM_I34A1,NA,7.96,2901,,9873727,,CHEMBL1130686,Bioorg. Med. Chem. Lett.,1998
ZINC000052986900,NRAM_I34A1,NA,7.07,17591,,15214773,,CHEMBL1148343,J. Med. Chem.,2004
ZINC000053164194,NRAM_I34A1,NA,8.22,2901,,9873727,,CHEMBL1130686,Bioorg. Med. Chem. Lett.,1998
ZINC000100370930,NRAM_I34A1,NA,7.49,3714,,10866394,,CHEMBL1132909,Bioorg. Med. Chem. Lett.,2000
ZINC000101286464,NRAM_I34A1,NA,5.33,48644,,20014777,,CHEMBL1154750,J. Med. Chem.,2010
ZINC000102153198,NRAM_I34A1,NA,6.54,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000169718797,NRAM_I34A1,NA,7.66,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000169718797,NRAM_I34A1,NA,7.21,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000169718797,NRAM_I34A1,NA,8.1,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000195850372,NRAM_I34A1,NA,7.66,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000195850372,NRAM_I34A1,NA,7.21,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000195850372,NRAM_I34A1,NA,8.1,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000198149589,NRAM_I34A1,NA,7.66,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000198149589,NRAM_I34A1,NA,7.21,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000198149589,NRAM_I34A1,NA,8.1,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000198149599,NRAM_I34A1,NA,7.66,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000198149599,NRAM_I34A1,NA,7.21,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000198149599,NRAM_I34A1,NA,8.1,21650,,15828835,,CHEMBL1143586,J. Med. Chem.,2005
ZINC000253636725,NRAM_I34A1,NA,9,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000253691668,NRAM_I34A1,NA,5.46,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000253691673,NRAM_I34A1,NA,5.46,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000299805743,NRAM_I34A1,NA,9,12718,,8126701,,CHEMBL1127812,J. Med. Chem.,1994
ZINC000000006507,NRAM_INBLE,NA,5,3200,,10450950,,CHEMBL1132662,Bioorg. Med. Chem. Lett.,1999
ZINC000000006507,NRAM_INBLE,NA,8.6,14980,,10395473,,CHEMBL1132253,J. Med. Chem.,1999
ZINC000002047890,NRAM_INBLE,NA,5.1,14980,,10395473,,CHEMBL1132253,J. Med. Chem.,1999
ZINC000003588277,NRAM_INBLE,NA,8.7,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000003597307,NRAM_INBLE,NA,5,14980,,10395473,,CHEMBL1132253,J. Med. Chem.,1999
ZINC000003597307,NRAM_INBLE,NA,5,3200,,10450950,,CHEMBL1132662,Bioorg. Med. Chem. Lett.,1999
ZINC000003826222,NRAM_INBLE,NA,5.7,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003826222,NRAM_INBLE,NA,5.7,1738,,,10.1016/0960-894X(96)00318-6,CHEMBL1159157,Bioorg. Med. Chem. Lett.,1996
ZINC000003826222,NRAM_INBLE,NA,5.7,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000003826222,NRAM_INBLE,NA,5.7,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003826222,NRAM_INBLE,NA,5.34,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003833965,NRAM_INBLE,NA,7.15,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003870798,NRAM_INBLE,NA,5,14980,,10395473,,CHEMBL1132253,J. Med. Chem.,1999
ZINC000003918138,NRAM_INBLE,NA,10,38314,,18242993,,CHEMBL1141498,Bioorg. Med. Chem. Lett.,2008
ZINC000003918138,NRAM_INBLE,NA,8.77,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000003918138,NRAM_INBLE,NA,7.77,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000003918138,NRAM_INBLE,NA,8.7,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003918138,NRAM_INBLE,NA,7.7,2236,,,10.1016/S0960-894X(97)00399-5,CHEMBL1152059,Bioorg. Med. Chem. Lett.,1997
ZINC000003918138,NRAM_INBLE,NA,8.52,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003918138,NRAM_INBLE,NA,8.4,14833,,9526556,,CHEMBL1131489,J. Med. Chem.,1998
ZINC000003918138,NRAM_INBLE,NA,8.4,1738,,,10.1016/0960-894X(96)00318-6,CHEMBL1159157,Bioorg. Med. Chem. Lett.,1996
ZINC000003918138,NRAM_INBLE,NA,8.4,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000003918138,NRAM_INBLE,NA,8.4,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003918138,NRAM_INBLE,NA,8.3,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003929021,NRAM_INBLE,NA,5.7,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000003929021,NRAM_INBLE,NA,5.52,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003929021,NRAM_INBLE,NA,5.44,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003929021,NRAM_INBLE,NA,5.44,14833,,9526556,,CHEMBL1131489,J. Med. Chem.,1998
ZINC000003929021,NRAM_INBLE,NA,5.44,2236,,,10.1016/S0960-894X(97)00399-5,CHEMBL1152059,Bioorg. Med. Chem. Lett.,1997
ZINC000003929021,NRAM_INBLE,NA,5.44,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003929021,NRAM_INBLE,NA,5.07,14832,,9526555,,CHEMBL1131488,J. Med. Chem.,1998
ZINC000003929508,NRAM_INBLE,NA,8.96,38314,,18242993,,CHEMBL1141498,Bioorg. Med. Chem. Lett.,2008
ZINC000003929508,NRAM_INBLE,NA,8.3,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000003929509,NRAM_INBLE,NA,7.61,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000003929509,NRAM_INBLE,NA,8.52,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000003929509,NRAM_INBLE,NA,8.44,3176,,10406636,,CHEMBL1131761,Bioorg. Med. Chem. Lett.,1999
ZINC000003929509,NRAM_INBLE,NA,8.4,2901,,9873727,,CHEMBL1130686,Bioorg. Med. Chem. Lett.,1998
ZINC000003929509,NRAM_INBLE,NA,8.4,3714,,10866394,,CHEMBL1132909,Bioorg. Med. Chem. Lett.,2000
ZINC000003933030,NRAM_INBLE,NA,7,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003933031,NRAM_INBLE,NA,5.15,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003933032,NRAM_INBLE,NA,6.7,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003933033,NRAM_INBLE,NA,5.22,4685,,11266166,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001
ZINC000003947885,NRAM_INBLE,NA,5.52,17786,,15055992,,CHEMBL1149138,J. Med. Chem.,2004
ZINC000003981610,NRAM_INBLE,NA,7.96,15603,,11000002,,CHEMBL1133646,J. Med. Chem.,2000
ZINC000003981610,NRAM_INBLE,NA,8.3,16241,,11728184,,CHEMBL1134303,J. Med. Chem.,2001
ZINC000003981685,NRAM_INBLE,NA,6.31,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
ZINC000003994907,NRAM_INBLE,NA,5.1,16358,,11312919,,CHEMBL1134391,J. Med. Chem.,2001
ZINC000004134482,NRAM_INBLE,NA,6.73,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134484,NRAM_INBLE,NA,6.67,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134486,NRAM_INBLE,NA,8.7,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134488,NRAM_INBLE,NA,5.84,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134489,NRAM_INBLE,NA,7.62,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134490,NRAM_INBLE,NA,8.52,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004134498,NRAM_INBLE,NA,7.05,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004646291,NRAM_INBLE,NA,5.46,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004646294,NRAM_INBLE,NA,8.4,14477,,9651151,,CHEMBL1131009,J. Med. Chem.,1998
ZINC000004847127,NRAM_INBLE,NA,9.85,38314,,18242993,,CHEMBL1141498,Bioorg. Med. Chem. Lett.,2008
ZINC000005884083,NRAM_INBLE,NA,6.4,1920,,,10.1016/S0960-894X(96)00542-2,CHEMBL1128946,Bioorg. Med. Chem. Lett.,1996
ZINC000005884083,NRAM_INBLE,NA,6.39,14833,,9526556,,CHEMBL1131489,J. Med. Chem.,1998
ZINC000005884083,NRAM_INBLE,NA,6.39,1738,,,10.1016/0960-894X(96)00318-6,CHEMBL1159157,Bioorg. Med. Chem. Lett.,1996
ZINC000005962782,NRAM_INBLE,NA,6.82,21285,,15943472,,CHEMBL1139539,J. Med. Chem.,2005
